participant_id,structure_condition,load_condition,block,trial_type,stimulus,shape,fill,target_word,suffix,irregular,word_typed,correct_word,edit_distance,normed_edit_distance,accuracy,target_sequence,sequence_typed,digits_correct,response_time
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,973,973,3,3537.6
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,624,3,4399.2
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,624,2,4819.9
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,175,3,2237.1
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572,572,3,2171.4
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,279,3,3666.4
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,806,806,3,2919.7
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,204,3,3449.7
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,264,3,2485.5
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835,835,3,2155.5
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,708,3,1920.4
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,608,3,1680.2
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742,742,3,1748.3
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809,809,3,1451.7
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,726,726,3,2834.1
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908,908,3,1467.4
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,53,3,4208.5
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851,851,3,3049.7
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,948,948,3,1695
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,570,3,2837.6
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793,793,3,1822.5
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,135,3,3714.2
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,312,0,3848.1
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,528,3,1601.9
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,573,3,1479.7
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,250,3,5905.2
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,371,3,1846
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752,572,1,1425.7
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,316,3,1635.2
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,173,3,1297.1
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,381,3,1068.4
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483,483,3,1119.5
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,92,1,2063.7
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,359,3,1984.6
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,625,3,1680.8
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,391,3,1399.1
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706,706,3,1450.1
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,617,3,2052.4
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742,742,3,1624.1
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,384,3,1521
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,579,3,1649.7
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,194,3,1707.3
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,274,3,1734.9
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,495,3,1313.1
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,283,3,2593.4
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,193,2,1866.2
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407,407,3,1603.6
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942,942,3,1253.1
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,923,1,1457.2
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,173,3,2169.9
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,147,3,2321.5
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,259,2,2593.7
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,302,3,1520.3
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,148,3,1713.2
1,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593,593,3,1794.8
1,unstructured,load,testing,NA,stim02,square,striped,gagalu,lu,1,neneri,0,6,1,0,NA,NA,NA,13957.9
1,unstructured,load,testing,NA,stim05,triangle,striped,poposu,su,1,popofa,0,2,0.333333333,0.666666667,NA,NA,NA,4359.7
1,unstructured,load,testing,NA,stim03,square,spotted,gagapa,pa,1,gagado,0,2,0.333333333,0.666666667,NA,NA,NA,9542.1
1,unstructured,load,testing,NA,stim06,triangle,spotted,popova,va,1,gagado,0,6,1,0,NA,NA,NA,5578.4
1,unstructured,load,testing,NA,stim08,circle,striped,neneri,ri,1,popova,0,6,1,0,NA,NA,NA,5287.2
1,unstructured,load,testing,NA,stim04,triangle,checkerboard,popofa,fa,1,gagado,0,6,1,0,NA,NA,NA,4193.3
1,unstructured,load,testing,NA,stim07,circle,checkerboard,nenebi,bi,1,gagado,0,6,1,0,NA,NA,NA,2725.7
1,unstructured,load,testing,NA,stim01,square,checkerboard,gagado,do,1,popova,0,6,1,0,NA,NA,NA,4035.9
1,unstructured,load,testing,NA,stim09,circle,spotted,neneni,ni,1,g,0,6,1,0,NA,NA,NA,3359.4
2,unstructured,no load,testing,NA,stim04,triangle,checkerboard,kikiri,ri,1,kipopa,0,4,0.666666667,0.333333333,NA,NA,NA,11245
2,unstructured,no load,testing,NA,stim07,circle,checkerboard,momopa,pa,1,momopa,1,0,0,1,NA,NA,NA,9591
2,unstructured,no load,testing,NA,stim05,triangle,striped,kikifa,fa,1,kikipo,0,2,0.333333333,0.666666667,NA,NA,NA,9362
2,unstructured,no load,testing,NA,stim08,circle,striped,momova,va,1,movona,0,2,0.333333333,0.666666667,NA,NA,NA,6185
2,unstructured,no load,testing,NA,stim02,square,striped,popolu,lu,1,popolu,1,0,0,1,NA,NA,NA,8864
2,unstructured,no load,testing,NA,stim06,triangle,spotted,kikini,ni,1,kikini,1,0,0,1,NA,NA,NA,4227
2,unstructured,no load,testing,NA,stim09,circle,spotted,momodo,do,1,momodo,1,0,0,1,NA,NA,NA,4662
2,unstructured,no load,testing,NA,stim03,square,spotted,poposu,su,1,poposu,1,0,0,1,NA,NA,NA,9804
2,unstructured,no load,testing,NA,stim01,square,checkerboard,popobi,bi,1,popobo,0,1,0.166666667,0.833333333,NA,NA,NA,6004
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,194,3,4251.1
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,869,3,4062.6
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,861,2,3490.2
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,253,3,3070.2
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,168,3,3094.5
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,264,3,4774.4
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,924,924,3,4009.8
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,382,3,3332.7
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,393,1,3874.5
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,297,3,3139.9
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,739,3,3114.8
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,475,3,2858.1
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,604,3,3163.9
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,792,792,3,2522.9
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,91,3,2712.5
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,580,3,2534.6
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,357,3,2822.4
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,71,3,2649.1
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,486,3,2985.8
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642,642,3,2590.2
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,140,3,2771.4
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731,731,3,2368.5
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,926,3,3503
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,248,3,2840.6
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,240,2,3158.1
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,905,3,2768.3
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,3,3628.7
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849,849,3,2738
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,152,3,2671.1
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908,253,0,3874.1
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,620,3,3043.3
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,379,3,3111.9
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639,639,3,2865.2
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,714,3,2888.5
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,714,0,2688.7
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807,807,3,2554.8
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,184,3,2399.8
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407,407,3,2914.3
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,139,3,1917.1
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942,942,3,1973.8
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,486,3,1730.7
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,281,3,1802.1
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,471,3,1929.6
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,63,3,1754.1
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427,471,1,1949.4
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,491,3,1220.6
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,795,3,2448
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,730,3,1141.7
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427,427,3,1438.9
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,36,3,1194.3
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,620,3,4322.9
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813,813,3,1423.9
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,419,3,1553.9
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594,594,3,2544.4
3,unstructured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829,829,3,2137.9
3,unstructured,load,testing,NA,stim02,square,striped,popofa,fa,1,popofa,1,0,0,1,NA,NA,NA,5490
3,unstructured,load,testing,NA,stim04,triangle,checkerboard,lalado,do,1,lalani,0,2,0.333333333,0.666666667,NA,NA,NA,6663.9
3,unstructured,load,testing,NA,stim08,circle,striped,kikiva,va,1,likiki,0,3,0.5,0.5,NA,NA,NA,10300.1
3,unstructured,load,testing,NA,stim09,circle,spotted,kikilu,lu,1,pikilik,0,3,0.428571429,0.571428571,NA,NA,NA,11990.9
3,unstructured,load,testing,NA,stim05,triangle,striped,lalapa,pa,1,lolana,0,2,0.333333333,0.666666667,NA,NA,NA,7157.5
3,unstructured,load,testing,NA,stim07,circle,checkerboard,kikisu,su,1,likiki,0,3,0.5,0.5,NA,NA,NA,4899
3,unstructured,load,testing,NA,stim06,triangle,spotted,lalani,ni,1,tikitiki,0,7,0.875,0.125,NA,NA,NA,10123
3,unstructured,load,testing,NA,stim03,square,spotted,popori,ri,1,pofana,0,4,0.666666667,0.333333333,NA,NA,NA,8658.2
3,unstructured,load,testing,NA,stim01,square,checkerboard,popobi,bi,1,lalani,0,5,0.833333333,0.166666667,NA,NA,NA,5367.6
4,structured,no load,testing,NA,stim09,circle,spotted,lalafa,fa,0,landini,0,5,0.714285714,0.285714286,NA,NA,NA,7657.4
4,structured,no load,testing,NA,stim04,triangle,checkerboard,poponi,ni,0,popondo,0,2,0.285714286,0.714285714,NA,NA,NA,4537.8
4,structured,no load,testing,NA,stim05,triangle,striped,popodo,do,0,popondo,0,1,0.142857143,0.857142857,NA,NA,NA,4582
4,structured,no load,testing,NA,stim08,circle,striped,lalado,do,0,landini,0,5,0.714285714,0.285714286,NA,NA,NA,5993.8
4,structured,no load,testing,NA,stim06,triangle,spotted,popofa,fa,0,popondo,0,3,0.428571429,0.571428571,NA,NA,NA,5468.6
4,structured,no load,testing,NA,stim02,square,striped,tutudo,do,0,tutudo,1,0,0,1,NA,NA,NA,9177.8
4,structured,no load,testing,NA,stim01,square,checkerboard,tutuni,ni,0,tutuzz,0,2,0.333333333,0.666666667,NA,NA,NA,6356.7
4,structured,no load,testing,NA,stim03,square,spotted,tutufa,fa,0,tutuono,0,3,0.428571429,0.571428571,NA,NA,NA,7125.5
4,structured,no load,testing,NA,stim07,circle,checkerboard,lalani,ni,0,landini,0,3,0.428571429,0.571428571,NA,NA,NA,4850.1
5,structured,no load,testing,NA,stim09,circle,spotted,bebelu,lu,0,bebelu,1,0,0,1,NA,NA,NA,6213.6
5,structured,no load,testing,NA,stim02,square,striped,huhudo,do,0,huhudo,1,0,0,1,NA,NA,NA,15049.6
5,structured,no load,testing,NA,stim06,triangle,spotted,kikilu,lu,0,kikilu,1,0,0,1,NA,NA,NA,4537.9
5,structured,no load,testing,NA,stim08,circle,striped,bebedo,do,0,bebepa,0,2,0.333333333,0.666666667,NA,NA,NA,6306.1
5,structured,no load,testing,NA,stim07,circle,checkerboard,bebepa,pa,0,bebedo,0,2,0.333333333,0.666666667,NA,NA,NA,6779.1
5,structured,no load,testing,NA,stim05,triangle,striped,kikido,do,0,kikido,1,0,0,1,NA,NA,NA,7759.5
5,structured,no load,testing,NA,stim04,triangle,checkerboard,kikipa,pa,0,kikipa,1,0,0,1,NA,NA,NA,4372.9
5,structured,no load,testing,NA,stim03,square,spotted,huhulu,lu,0,huhulu,1,0,0,1,NA,NA,NA,9995
5,structured,no load,testing,NA,stim01,square,checkerboard,huhupa,pa,0,huhupa,1,0,0,1,NA,NA,NA,4388.1
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,825,825,3,6822
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493,493,3,6152
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,964,964,3,9699
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,720,3,4494
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,530,3,6189
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,574,3,6312
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,902,3,3884
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,247,3,4496
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941,941,3,6686
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,508,3,6840
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572,572,3,4465
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,572,1,5426
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,497,3,5241
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,420,3,4164
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,370,3,10759
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,136,3,6252
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807,807,3,10346
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970,907,1,6159
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,852,3,9349
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,926,3,5636
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,280,3,5199
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702,702,3,9114
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,751,3,7901
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,251,1,7136
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529,521,2,7871
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851,851,3,12988
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851,851,3,8164
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704,720,1,15021
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,529,1,8742
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,805,3,3873
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,521,1,5754
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,375,3,4323
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,64,3,4400
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461,461,3,3855
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829,829,3,5138
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,537,3,7887
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,352,3,4932
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,914,914,3,4273
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,753,3,4357
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691,691,3,3797
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,916,916,3,3883
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724,351,0,4617
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,53,3,3905
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,3,3756
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,957,3,4669
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,485,3,4725
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,940,3,4743
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,172,3,4201
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,817,817,3,3651
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702,702,3,3799
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,180,3,5947
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,428,3,3870
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,915,3,3864
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,41,3,3299
6,partial,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,864,864,3,3884
6,partial,load,testing,NA,stim07,circle,checkerboard,popopa,pa,1,popopa,1,0,0,1,NA,NA,NA,28232
6,partial,load,testing,NA,stim06,triangle,spotted,momobi,bi,0,momobi,1,0,0,1,NA,NA,NA,11198
6,partial,load,testing,NA,stim04,triangle,checkerboard,momoni,ni,0,momoni,1,0,0,1,NA,NA,NA,9071
6,partial,load,testing,NA,stim01,square,checkerboard,tutuni,ni,0,tutuni,1,0,0,1,NA,NA,NA,25781
6,partial,load,testing,NA,stim05,triangle,striped,momodo,do,0,momoni,0,2,0.333333333,0.666666667,NA,NA,NA,18038
6,partial,load,testing,NA,stim08,circle,striped,popodo,do,0,popodo,1,0,0,1,NA,NA,NA,12733
6,partial,load,testing,NA,stim02,square,striped,tutudo,do,0,tutdo,0,1,0.166666667,0.833333333,NA,NA,NA,14265
6,partial,load,testing,NA,stim03,square,spotted,tutufa,fa,1,tutufa,1,0,0,1,NA,NA,NA,10896
6,partial,load,testing,NA,stim09,circle,spotted,popobi,bi,0,popona,0,2,0.333333333,0.666666667,NA,NA,NA,14445
7,unstructured,no load,testing,NA,stim04,triangle,checkerboard,tutuva,va,1,tutuva,1,0,0,1,NA,NA,NA,10663.8
7,unstructured,no load,testing,NA,stim02,square,striped,bebesu,su,1,bebosu,0,1,0.166666667,0.833333333,NA,NA,NA,8448
7,unstructured,no load,testing,NA,stim09,circle,spotted,lalari,ri,1,lalafa,0,2,0.333333333,0.666666667,NA,NA,NA,7461.7
7,unstructured,no load,testing,NA,stim08,circle,striped,lalafa,fa,1,lalabo,0,2,0.333333333,0.666666667,NA,NA,NA,5453.3
7,unstructured,no load,testing,NA,stim01,square,checkerboard,bebeni,ni,1,bebepo,0,2,0.333333333,0.666666667,NA,NA,NA,14102.5
7,unstructured,no load,testing,NA,stim03,square,spotted,bebepa,pa,1,bebano,0,3,0.5,0.5,NA,NA,NA,7838.8
7,unstructured,no load,testing,NA,stim07,circle,checkerboard,lalado,do,1,lalato,0,1,0.166666667,0.833333333,NA,NA,NA,9739.1
7,unstructured,no load,testing,NA,stim05,triangle,striped,tutulu,lu,1,tutula,0,1,0.166666667,0.833333333,NA,NA,NA,10598.7
7,unstructured,no load,testing,NA,stim06,triangle,spotted,tutubi,bi,1,tutaba,0,2,0.333333333,0.666666667,NA,NA,NA,6722.6
8,structured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,931,931,3,3663.12
8,structured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,539,3,3660.515
8,structured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,251,3,4434.52
8,structured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,414,2,3941.87
8,structured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,973,973,3,4417.48
8,structured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,382,3,2907.73
8,structured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,381,3,2867.715
8,structured,load,training,interference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816,361,0,3185.225
